"UniProt Accession","Primary Gene","LoS log2 FC","HiS log2 FC","LoT log2 FC","HiT log2 FC","Signif. LoS","Signif. HiS","Signif. LoT","Signif. HiT"
Q1XBW3,grpE,0.311,-1.286,0.448,0.57,1,1,1,1
Q9V2V5,psmA2,0.033,0.024,0.395,0.113,0,0,1,0
NA,HVO_A0418,-0.38,-1.566,-0.094,0.024,1,1,0,0
D4GP86,HVO_B0084,1.44,0.868,0.697,2.729,1,1,1,1
D4GQ35,HVO_A0002,-0.114,0.44,0.052,0.62,0,0,0,1
D4GRB7,HVO_A0452,0.204,-0.505,0.707,1.178,0,1,1,1
D4GRF9,HVO_A0496,1.048,1.412,0.686,2.326,1,1,1,1
D4GRT5,HVO_A0627,0.394,0.362,0.231,0.91,1,1,0,1
D4GRW1,mpcT,0.817,0.252,0.906,1.267,1,0,1,1
D4GS18,gap1,-0.048,2.211,-0.748,2.064,0,1,1,1
D4GS68,dpsA1,1.931,2.388,1.73,3.804,1,1,1,1
D4GSG4,rio2,0.496,-0.011,0.304,0.496,1,0,1,1
D4GSK2,HVO_0606,0.243,0.493,1.441,2.149,0,0,1,1
D4GSY0,nadE,0.845,0.822,0.994,2.335,1,1,1,1
D4GSZ5,HVO_1894,0.807,-0.066,-0.208,1.015,1,0,0,1
D4GTA3,guaD,0.416,0.594,0.264,0.734,1,1,1,1
D4GTA8,HVO_0736,2.409,2.109,1.855,3.51,1,1,1,1
D4GTB7,HVO_0743,0.578,0.981,0.628,0.952,1,1,1,1
D4GTF4,HVO_1925,0.447,0.198,0.544,0.589,1,1,1,1
D4GTU3,gatD,0.609,0.771,0.298,0.526,1,1,1,1
D4GTU8,gpmI,0.478,0.381,0.245,0.549,1,1,1,1
D4GTV1,HVO_2519,0.771,0.9,0.127,1.167,1,1,0,1
D4GU03,mch,0.781,0.541,0.52,1.576,1,0,0,1
D4GU20,HVO_2584,1.149,0.422,-0.078,1.562,1,0,0,1
D4GU32,HVO_2019,1,1.777,0.66,1.354,1,1,0,1
D4GUF9,HVO_0827,1.826,1.187,2.497,3.05,1,1,1,1
D4GUI2,HVO_2629,0.565,0.439,0.537,0.932,0,0,0,1
D4GUK0,mre11,0.881,0.406,0.569,1.621,1,1,1,1
D4GUV4,korB,1.201,1.517,1.061,1.411,1,1,1,1
D4GUV8,nosF,0.719,0.739,0.481,1.508,1,1,1,1
D4GUW2,pspA,1.335,1.119,0.994,2.268,1,1,1,1
D4GV33,HVO_2663,0.244,0.725,0.117,0.565,1,1,0,1
D4GVD7,cetZ1,0.844,0.951,-0.001,0.866,1,1,0,1
D4GVH3,HVO_0996,0.191,0.275,0.259,0.255,0,1,1,1
D4GVI1,HVO_1004,0.299,-0.163,0.907,1.757,0,0,1,1
D4GVL9,HVO_1043,0.462,0.025,0.204,1.179,0,0,0,1
D4GVN8,HVO_2682,0.264,0.814,0.211,0.507,0,1,0,0
D4GVQ0,mrpE,0.314,0.534,0.41,0.638,0,0,0,1
D4GVR1,apt1,2.309,2.174,1.937,2.574,1,1,1,1
D4GVU2,trpD2,0.943,1.494,0.033,1.872,1,1,0,1
D4GVV0,msrB,0.866,0.944,0.997,1.467,0,0,0,1
D4GW19,HVO_2710,0.728,0.972,0.409,0.76,1,1,0,1
D4GW23,rtcB,0.714,0.737,0.499,1.176,1,1,1,1
D4GW32,acd5,1.085,0.209,0.418,1.089,1,0,1,1
D4GW72,cysS,0.909,0.83,0.025,0.773,1,1,0,1
D4GWC9,bcp3,1.556,2.537,1.267,2.301,1,1,1,1
D4GWG2,HVO_2298,0.741,1.267,0.286,0.593,0,1,0,0
D4GWJ7,mptA,0.837,1.132,0.84,2.098,1,1,1,1
D4GWM8,cdc48a,0.309,0.81,0.153,0.739,1,1,1,1
D4GWS4,trm56,0.581,0.262,0.214,0.556,1,1,0,1
D4GX09,apbC1,0.832,0.492,0.912,1.43,1,1,1,1
D4GX92,guaB1,0.514,0.637,0.34,0.835,1,1,1,1
D4GXE0,HVO_2853,1.865,1.498,-0.107,1.006,1,1,0,0
D4GXE3,HVO_1299,1.956,2.351,1.576,2.97,1,1,1,1
D4GXG4,HVO_2863,1.417,1.704,1.565,2.343,1,1,1,1
D4GXT4,HVO_1377,2.633,0.956,1.341,3.181,1,0,1,1
D4GY00,trpS1,1.292,0.941,1.469,2.01,1,1,1,1
D4GY31,serB,0.276,-0.213,0.212,0.795,1,0,1,1
D4GY40,HVO_1440,3.019,0.799,2.264,2.944,1,1,1,1
D4GY50,hbd3,0.661,0.886,0.261,0.548,1,1,0,1
D4GYE0,fba1,0.542,1.144,0.048,1.668,1,1,0,1
D4GYE1,ptfB,0.676,-0.397,0.404,1.625,1,1,1,1
D4GYI8,dhaM,0.73,0.209,0.362,0.867,1,1,1,1
D4GYL1,HVO_0016,0.351,0.405,0.196,0.639,1,0,0,1
D4GYM4,uvrB,0.702,0.29,0.585,1.453,1,1,1,1
D4GYM9,act1,1.619,1.221,1.218,1.685,1,1,1,1
D4GYN3,cyc1,0.671,0.179,0.084,0.737,1,0,0,1
D4GYV3,iscU,2.462,1.46,1.42,3.562,1,1,1,1
D4GYW6,ftsY,0.131,-0.274,0.107,0.889,0,0,0,1
D4GYZ1,psmB,0.871,1.412,0.844,1.631,1,1,1,1
D4GZ79,tif1A1,1.27,-0.138,0.166,2.289,1,0,0,1
D4GZC8,HVO_0184,2.035,-1.032,0.901,1.965,1,0,0,1
D4GZE1,purE2,0.94,0.436,0.211,1.114,1,1,0,1
D4GZH8,prsA,0.855,0.258,0.643,0.643,1,1,1,1
D4GZI2,HVO_0237,1.174,1.727,1.993,2.087,1,1,1,1
D4GZS1,rpa3,0.711,0.12,0.807,1.213,1,0,1,1
D4GZW0,fadM1,0.755,-0.254,0.734,1.382,1,0,1,1
D4H014,vacB,0.554,0.242,0.355,0.576,1,0,1,1
D4H028,HVO_0402,1.345,0.232,-0.189,2.115,1,0,0,1
D4H071,tbp2,0.159,0.197,0.096,0.182,0,0,0,1
O30561,ths1,1.253,1.676,0.098,2.189,1,1,0,1
Q48328,radA,0.824,0.05,0.697,2.505,1,0,1,1
Q9V2V6,psmA1,0.961,1.356,0.712,1.403,1,1,1,1
NA,HVO_A0413,0.865,0.66,0.267,0.716,1,1,0,1
D4GP85,HVO_B0083,-0.222,-0.832,-1.069,-0.172,0,1,1,0
D4GPD1,HVO_B0130,-0.67,-1.322,-2.761,-0.39,1,1,1,1
D4GPF8,HVO_B0156,0.766,-0.265,-0.526,0.071,1,1,1,0
D4GPS6,HVO_B0279,0.705,-0.031,-0.543,0.782,1,0,0,1
D4GQ72,HVO_A0040,0.251,-2.508,-2.936,0.234,0,1,1,0
D4GQY4,HVO_A0306,-0.859,-0.83,-1.142,0.343,0,0,1,0
D4GR08,dgoD1,0.621,-0.702,-0.785,0.618,1,1,1,1
D4GR92,dppA9,-0.783,-0.967,-1.195,-0.317,0,1,1,0
D4GRP3,HVO_A0583,-0.439,-0.707,-1.375,-0.327,1,1,1,1
D4GRX0,amzA,0.546,0.434,-0.181,0.042,1,1,0,0
D4GRZ2,hsp20B,3.287,-0.611,-0.822,2.212,1,0,0,1
D4GS20,pgk,-0.36,-0.573,-1.101,-0.159,1,1,1,0
D4GS21,gap2,0.562,0.383,-0.225,0.426,1,1,1,1
D4GS22,hsp20C,1.558,1.189,0.085,0.806,1,0,0,0
D4GSE6,kdgK1,0.301,0.284,-0.291,0.151,1,1,1,1
D4GSE9,mutS1b,0.449,-0.198,-0.536,-0.303,1,0,1,1
D4GSP6,moxR1,-0.071,-0.153,-0.556,0.261,0,0,1,1
D4GSX2,HVO_1869,-0.235,-0.762,-0.471,0.675,1,1,1,1
D4GSX4,hemQ,0.471,-0.051,-0.097,0.37,1,0,0,1
D4GT59,sucD,-0.466,-0.632,-0.975,-0.209,0,0,1,0
D4GT60,pabC,-0.148,-0.516,-0.847,-0.299,0,1,1,0
D4GT67,qor3,-0.748,-0.483,-1.804,0.437,0,0,1,0
D4GT69,HVO_2468,-0.116,-0.177,-1.092,1.008,0,0,1,0
D4GT75,pccB2,0.292,-0.436,-0.838,0.206,0,1,1,0
D4GT93,cofD,-0.275,-0.293,-1.152,0.2,0,0,1,0
D4GTG1,ddh,-0.143,-0.526,-0.658,0.003,0,1,1,0
D4GU31,HVO_2018,-0.474,-1.09,-1.491,0.006,0,1,1,0
D4GUB6,pykA,0.142,0.068,-0.165,0.119,1,0,1,0
D4GUD8,HVO_0817,-0.324,-0.774,-0.679,-0.366,1,1,1,1
D4GVC4,purU,0.616,-0.392,-1.349,-0.161,1,1,1,0
D4GVH2,HVO_0995,0.124,-0.186,-0.324,0.09,0,0,1,0
D4GVH7,acdA,0.363,-0.057,-0.769,0.473,1,0,1,1
D4GVK8,HVO_1032,-0.342,-1.039,-1.087,-0.202,0,1,1,0
D4GW13,HVO_1093,0.077,-0.323,-0.248,0.076,0,1,1,0
D4GW48,cetZ3,-0.871,-1.39,-1.415,-0.279,1,1,1,0
D4GWK3,HVO_2355,-1.064,-1.396,-2.4,-0.893,1,1,1,0
D4GWR6,hmgB,0.639,-0.062,-0.534,0.672,1,0,1,1
D4GWT5,mvk,-0.011,-0.205,-0.202,-0.015,0,1,1,0
D4GXX4,pmm3,0.938,0.153,-0.168,-0.126,1,1,1,1
D4GY09,HVO_1422,-2.375,-3.185,-4.232,-2.176,1,1,1,1
D4GY39,cysK1,0.039,-0.076,-0.208,-0.064,0,0,1,0
D4GYF2,ilvC,0.086,-0.296,-0.708,0.372,0,0,1,0
D4GYL2,HVO_0017,0.242,0.15,-0.002,0.927,1,0,0,1
D4GYN0,HVO_0035,0.242,-0.189,-0.714,0.724,0,0,1,1
D4GYZ2,HVO_1563,-0.985,-1.063,-2.29,-0.434,1,1,1,0
D4GYZ4,ligA,0.409,-0.11,-0.382,-0.121,1,0,1,0
D4GZV3,argS,0.072,-0.187,-0.227,0.014,0,1,1,0
D4H061,queC,0.054,-1.292,-1.24,-0.376,0,1,1,0
D4H080,HVO_1741,0.579,0.472,-0.19,0.479,1,1,0,1
D4H082,HVO_1743,0.385,-0.023,-0.566,0.506,1,0,1,1
Q9HHA2,ths3,1.576,-0.178,-1.71,0.584,1,0,1,1
D4GP64,cbiT,0.382,0.361,0.598,-0.705,0,0,1,1
D4GP66,HVO_B0064,2.149,2.06,1.955,-1.157,1,1,1,1
D4GP74,HVO_B0072,0.22,0.681,0.648,-0.278,0,1,1,0
D4GP76,HVO_B0074,-0.216,-0.426,1.841,-0.382,0,0,1,0
D4GP80,dppF11,-0.906,-1.235,1.36,-1.581,1,1,1,1
D4GP81,dppD11,0.152,-0.673,2.054,-0.797,0,1,1,1
D4GPI3,dhs2,0.173,-0.092,0.288,-0.23,0,0,1,1
D4GPI4,HVO_B0183,0.449,-0.93,1.169,-0.645,1,1,1,1
D4GPM4,HVO_B0223,0.229,0.595,0.624,-0.113,0,1,1,0
D4GPQ3,aor3,0.476,0.55,0.838,0.106,0,1,1,0
D4GPU8,pucL2,1.172,-0.117,1.001,0.028,1,0,1,0
D4GQB9,HVO_A0087,-0.035,0.495,0.405,-0.531,0,1,1,0
D4GQV4,sfsA,1.549,0.72,1.261,-0.449,1,0,1,0
D4GR13,dppDF7,0.417,0.033,0.833,-0.35,0,0,1,0
D4GR16,dppA7,0.432,-0.314,1.576,-0.948,0,0,1,1
D4GRD1,HVO_A0466,-0.27,-0.181,1.314,-0.759,0,0,1,1
D4GRQ0,HVO_A0590,0.48,0.585,1.413,-0.368,0,0,1,0
D4GRU5,tif1A2,1.073,-0.795,2.152,-1.717,1,1,1,1
D4GRZ5,ala,0.498,0.851,0.665,0.025,1,1,1,0
D4GS17,pepB3,-0.037,-0.464,0.601,-0.531,0,1,1,1
D4GS24,rpl16,0.545,0.712,0.671,-0.528,1,1,1,1
D4GS48,azf,0.314,0.203,0.151,-0.262,1,0,0,0
D4GSC3,HVO_1799,0.714,0.467,0.68,-0.111,1,1,1,0
D4GSF1,basT,1.045,0.303,1.88,-0.699,0,0,1,0
D4GSG5,HVO_0570,0.366,-0.818,0.641,-0.874,1,1,1,1
D4GSJ1,HVO_0596,0.378,0.634,0.938,0.008,0,1,1,0
D4GSJ2,HVO_0597,1.299,0.069,1.171,0.205,1,0,1,0
D4GST2,HVO_1824,0.444,0.017,0.602,0.036,1,0,1,0
D4GST4,HVO_1826,0.828,0.617,0.378,0.101,1,1,0,0
D4GSW1,rps19e,0.285,-0.2,1.709,0.165,0,0,1,0
D4GSX1,HVO_1868,0.48,0.442,0.341,0.141,1,1,1,0
D4GSY1,fadA3,0.421,0.806,0.685,-0.171,0,1,1,0
D4GT07,HVO_0675,0.322,0.008,0.709,-0.412,0,0,1,0
D4GT33,nrdJ,0.815,-0.153,1.422,-0.737,1,0,1,1
D4GTF2,HVO_1923,0.711,-0.049,0.755,0.166,1,0,1,0
D4GTH7,HVO_1948,-0.017,-0.128,1.067,-0.6,0,0,1,1
D4GTM3,HVO_1995,0.777,0.057,1.319,-0.413,1,0,1,0
D4GTM7,htr7,-1.053,-1.936,0.136,-2.505,0,1,0,1
D4GTP5,HVO_0754,1.501,1.166,1.463,0.149,1,1,1,0
D4GTR0,HVO_0764,0.364,0.392,1.046,0.171,1,0,1,0
D4GTS2,kynU,0.068,-0.023,0.964,-0.176,0,0,1,0
D4GTT0,HVO_0775,1.26,0.51,1.763,0.49,1,1,1,1
D4GTX5,rpl30,0.72,0.88,0.924,-0.489,1,1,1,1
D4GTX8,rpl19e,0.813,0.567,1.14,-0.029,1,1,1,0
D4GTY0,rpl6,0.358,0.886,1.032,0.045,0,1,1,0
D4GTZ0,rps3,0.706,0.574,0.905,-0.235,1,1,1,1
D4GTZ1,rpl22,0.714,0.956,1.184,-0.135,1,1,1,0
D4GTZ3,rpl2,1.701,1.986,1.908,0.736,1,1,1,0
D4GTZ4,rpl23,0.477,0.025,0.609,-0.531,1,0,1,1
D4GUE0,thrC2,0.449,0.33,0.416,0.008,1,1,1,0
D4GUL7,proS,0.192,0.288,0.582,-0.318,1,1,1,1
D4GUU7,HVO_0880,1.221,0.124,1.311,0.23,1,1,1,1
D4GV10,trm5,-0.065,-0.233,0.935,-0.517,0,0,1,1
D4GV86,HVO_2153,1.266,0.726,2.022,-0.247,1,1,1,0
D4GVA8,sph3,0.551,0.073,1.394,-1.128,0,0,1,1
D4GVJ5,HVO_1018,0.942,0.87,1.407,0.062,1,1,1,0
D4GVR2,tsgD3,1.422,2.133,2.594,0.655,1,1,1,1
D4GVU8,cirD,-0.439,-0.884,1.233,-1.443,0,1,1,1
D4GW35,HVO_1105,-0.182,-1.125,0.814,-1.247,1,1,1,1
D4GW42,btuF,2.057,1.072,2.751,0.667,1,1,1,1
D4GWA7,metB1,0.732,0.894,1.466,-0.275,1,1,1,0
D4GWB2,rps15,0.417,-0.051,0.911,-0.2,1,0,1,0
D4GWM3,pstS1,0.338,-0.393,1.244,-0.122,0,0,1,0
D4GWP3,grx4,0.13,0.276,1.069,0.117,0,0,1,0
D4GWR2,HVO_2415,1.674,0.27,1.561,0.414,1,0,1,0
D4GWU8,boa3,0.273,-0.442,0.672,-0.493,0,0,1,1
D4GWW8,rps2,0.624,0.588,1.006,0.107,1,1,1,0
D4GWX6,cheY,1.262,0.485,2.516,-0.549,1,0,1,0
D4GWX7,rps9,0.527,0.038,0.956,-0.306,1,0,1,1
D4GWY0,flgA1,2.663,1.649,4.35,0.387,1,1,1,0
D4GWZ7,rps13,-0.023,-0.152,1.045,-0.666,0,0,1,1
D4GWZ8,cheR,-0.213,-1.2,0.449,-0.884,0,1,0,1
D4GWZ9,cheA,-0.438,-0.55,0.58,-0.634,0,0,0,1
D4GX02,cheB,0.342,0.099,1.593,-0.565,0,0,1,1
D4GX03,cheW1,0.868,0.641,1.637,0.333,1,0,1,0
D4GX19,udk,0.547,-0.218,0.396,-0.762,1,0,1,1
D4GXG1,HVO_1311,0.281,0.246,0.613,-0.153,1,0,1,0
D4GXH5,HVO_2868,0.39,-0.48,0.748,-0.235,0,0,1,0
D4GXI8,fen1,0.257,-0.014,0.525,-0.087,0,0,1,0
D4GXK2,HVO_2881,1.179,1.298,2.23,0.573,1,1,1,0
D4GXK4,HVO_2882,2.03,0.442,1.091,-0.013,1,0,0,0
D4GXK6,HVO_2883,0.339,-0.023,1.504,-0.547,1,0,1,1
D4GXQ8,HVO_2906,0.125,0.16,0.674,0.094,0,0,1,0
D4GXS4,HVO_2914,0.82,-0.552,1.123,-1.875,1,1,1,1
D4GXS5,acd4,0.209,0.554,0.637,0.045,0,1,1,0
D4GXV5,HVO_2929,0.443,-0.421,0.602,-0.757,0,0,1,1
D4GXW0,rps10b,-0.256,-0.934,0.601,-1.386,0,1,1,1
D4GXX3,tsgA11,0.111,-0.264,0.516,-0.467,0,0,1,1
D4GXY5,valS,0.272,0.232,0.444,-0.364,1,1,1,1
D4GY12,lipA,0.229,0.378,1.175,0.269,0,1,1,0
D4GY45,HVO_2972,0.748,-0.399,0.791,-0.635,1,0,1,1
D4GY48,HVO_2974,-0.347,-1.465,1.358,-2.19,0,1,1,1
D4GYB5,tfb5,0.512,0.453,0.669,0.025,1,1,1,0
D4GYC8,hemAT1,-0.339,-0.929,0.663,-0.666,0,1,0,0
D4GYJ9,polD1,1.007,0.681,1.636,-0.315,1,0,1,0
D4GYK5,tnaA,1.474,0.739,3.844,-1.496,1,0,1,1
D4GYN6,argF,1.376,0.722,1.709,-0.267,1,1,1,0
D4GYN8,argD,0.61,0.356,1.694,-0.199,0,0,1,0
D4GYN9,argB,0.458,-0.374,0.992,-0.53,1,0,1,1
D4GYP0,argC,-0.164,-0.701,0.958,-1.15,0,0,1,1
D4GYP1,argX,1.284,0.898,2.496,-0.012,1,1,1,0
D4GYP3,argH,0.222,0.063,0.403,-0.265,0,0,1,1
D4GYQ0,HVO_0055,0.321,0.033,0.577,-0.099,1,0,1,1
D4GYQ3,dppF1,0.63,0.451,0.569,-0.349,1,1,1,1
D4GYQ4,dppD1,0.863,0.477,0.427,-0.156,1,1,1,0
D4GYQ7,dppA1,0.775,0.385,1.459,-0.315,1,1,1,1
D4GYR4,HVO_0069,0.349,0.178,0.255,-0.178,1,0,0,0
D4GYS2,sirA,-0.06,-0.457,0.572,-0.433,0,1,1,1
D4GYT6,HVO_0091,0.001,-0.218,0.306,-0.354,0,0,1,1
D4GYU5,HVO_0099A,0.026,-0.446,0.617,-1,0,0,0,1
D4GYU6,HVO_0100,0.356,0.406,1.244,-0.38,1,1,1,1
D4GYW3,tif6,0.202,0.387,0.788,-0.1,0,1,1,0
D4GYY8,HVO_1559,0.246,-0.063,0.307,0.022,1,0,1,0
D4GZ02,gyrA,0.162,0.045,0.39,0.121,0,0,1,0
D4GZ07,ndh1,0.354,0.52,0.517,0.01,1,1,1,0
D4GZ24,HVO_1595,0.312,0.456,1.224,-0.265,0,0,1,0
D4GZ44,HVO_1615,1.464,-0.259,0.879,-1.305,1,0,1,1
D4GZ55,HVO_1626,2.011,2.216,1.871,-0.767,1,1,1,0
D4GZ62,HVO_1633,1.072,-0.413,1.39,-0.1,1,0,1,0
D4GZD4,HVO_0190,0.478,0.017,0.619,-0.792,1,0,1,1
D4GZE8,rfcA,0.601,-0.037,0.376,0.019,1,0,1,0
D4GZV0,arf1,0.28,0.249,0.302,0.038,1,1,1,0
D4H0C6,HVO_C0038,1.961,1.991,1.112,-0.648,1,1,0,0
P41199,rpl1,0.981,1.59,1.584,-0.121,1,1,1,0
Q48333,atpB,0.871,0.956,0.82,0.288,1,1,1,0
Q9C4M3,tgtA1,0.066,-0.457,0.715,-0.779,0,1,1,1
Q9YGA5,tfb2,1.563,1.312,1.729,0.667,1,1,1,0
D4GR53,hyuA3,0.338,0.517,0.669,0.95,0,0,0,1
D4GUB4,HVO_0805,-1.112,-0.855,-1.482,-0.333,0,0,1,0
D4GU46,tsgB12,-1.655,-1.636,-1.772,-1.625,1,1,1,1
D4GUQ4,HVO_2107,-1.09,-1.399,0.002,-0.955,1,0,0,0
Q03300,sod1,-0.13,0.137,-0.399,0.928,0,0,0,1
D4GST7,pepB2,0.418,0.328,0.226,0.529,1,1,1,1
D4GQ34,orc3,-0.186,0.08,-0.598,-0.096,0,0,1,0
D4GXN9,mutS5b,-0.364,-0.242,-0.935,-1.085,0,0,1,1
